day,Density_obs_veh_per_mi_ln,TT_obs_min,TT_pred_oos_min
0725,6.09720176730486,0.2032400589101619,0.18949135508530587
0725,5.824817518248175,0.2014598540145985,0.1888885906439579
0725,6.244541484716157,0.2008733624454148,0.18981901208411142
0725,5.450516986706056,0.2038404726735598,0.18806652183803785
0725,4.177777777777778,0.2044444444444444,0.18532398137372094
0725,5.205882352941177,0.2029411764705882,0.18753309132660143
0725,3.899556868537666,0.2038404726735598,0.1847350817585
0725,4.763358778625954,0.2106870229007633,0.18657580873075347
0725,4.435975609756098,0.2103658536585366,0.1858738678709338
0725,3.7946428571428568,0.2053571428571428,0.18451398485305284
0725,3.264705882352941,0.2029411764705882,0.18340522949591928
0725,3.4545454545454546,0.2090909090909091,0.1838008844100478
0725,2.747747747747748,0.2072072072072072,0.1823363937851322
0725,3.0676691729323307,0.2075187969924812,0.1829963721107271
0725,3.616071428571429,0.2053571428571428,0.1841388760508664
0725,3.1981981981981984,0.2072072072072072,0.1832670198468597
0725,2.6893353941267386,0.2132921174652241,0.18221640627258479
0725,2.727272727272727,0.2090909090909091,0.1822943171170513
0725,2.227272727272727,0.2090909090909091,0.18127279851401748
0725,2.325227963525836,0.209726443768997,0.181472021974858
0725,2.6627218934911245,0.2041420118343195,0.18216179060160176
0725,2.564885496183206,0.2106870229007633,0.18196129388672913
0725,2.4884792626728114,0.2119815668202765,0.18180502080140018
0725,1.82648401826484,0.2100456621004566,0.18046220173176716
0725,1.6946564885496185,0.2106870229007633,0.18019716210036812
0725,1.9790104947526237,0.2068965517241379,0.18076983120942502
0725,1.9523809523809523,0.219047619047619,0.18071604674115677
0725,1.8807339449541285,0.2110091743119266,0.18057149794473618
0725,2.3660714285714284,0.2053571428571428,0.1815552197098467
0725,1.5981735159817352,0.2100456621004566,0.1800036756746438
0725,1.4176829268292683,0.2103658536585366,0.17964283429001018
0725,1.889055472263868,0.2068965517241379,0.1805882748672611
0725,1.9664634146341464,0.2103658536585366,0.18074448551551756
0725,2.1719457013574663,0.2081447963800905,0.18116046640797787
0725,1.9672131147540983,0.2056631892697466,0.18074599974548441
0725,1.40695915279879,0.2087745839636914,0.17962144057364154
0725,1.751497005988024,0.2065868263473054,0.1803113445952144
0725,1.6363636363636365,0.2090909090909091,0.1800802122279805
0725,2.373134328358209,0.2059701492537313,0.1815696145040813
0725,2.174556213017752,0.2041420118343195,0.18116576347785732
0725,1.9730941704035871,0.2062780269058295,0.1807578790694485
0725,2.235469448584203,0.2056631892697466,0.18128945241016609
0725,2.314540059347181,0.2047477744807121,0.18145026340539666
0725,2.5,0.2053571428571428,0.18182856688976085
0725,2.5301204819277108,0.2078313253012048,0.18189015597214453
0725,2.5637181409295353,0.2068965517241379,0.1819589042830536
0725,2.760180995475113,0.2081447963800905,0.18236195389350782
0725,2.927927927927928,0.2072072072072072,0.18270750773353855
0725,2.8421052631578947,0.2075187969924812,0.18253055207195934
0725,3.636363636363636,0.2090909090909091,0.1841814252239473
0725,3.532041728763041,0.2056631892697466,0.1839628896826361
0725,4.746268656716418,0.2059701492537313,0.18653903474319747
0725,4.649776453055142,0.2056631892697466,0.1863316775287968
0725,4.086826347305389,0.2065868263473054,0.1851310552944068
0725,5.458579881656806,0.2041420118343195,0.18808415479754356
0725,5.614035087719298,0.2017543859649122,0.18842477153444712
0725,5.314787701317716,0.2020497803806735,0.1877701873483675
0725,7.705627705627706,0.1991341991341991,0.193130606676215
0725,7.666174298375184,0.2038404726735598,0.19303966715017923
0725,7.9714285714285715,0.1971428571428571,0.19374551398868115
0725,10.502092050209203,0.1924686192468619,0.1998022253917488
0725,10.565770862800566,0.1951909476661951,0.199959517837248
0725,11.43884892086331,0.1985611510791367,0.20214134737502096
0725,12.270742358078602,0.2008733624454148,0.20426501897476318
0725,12.342606149341142,0.2020497803806735,0.20445056982784143
0725,13.539823008849558,0.2035398230088495,0.20759210912660458
0725,12.844444444444443,0.2044444444444444,0.20575576253283145
0725,14.932735426008968,0.2062780269058295,0.21137087781827194
0725,15.386949924127464,0.2094081942336874,0.2126330172974509
0725,16.82370820668693,0.209726443768997,0.21672653819182328
0725,17.129909365558913,0.2084592145015106,0.2176194057640075
0725,16.84370257966616,0.2094081942336874,0.21678461715452474
0725,18.787446504992868,0.1968616262482168,0.22258331697163983
0725,15.8955223880597,0.2059701492537313,0.21406420999822431
0725,17.240853658536587,0.2103658536585366,0.21794473228555933
0725,20.26275115919629,0.2132921174652241,0.2271959121609943
0725,20.93990755007704,0.2126348228043143,0.22937769329359808
0725,20.514018691588785,0.2149532710280373,0.2280006296504861
0725,21.762870514820595,0.2152886115444618,0.23208633492226666
0725,23.4375,0.215625,0.23780048369751217
0725,22.850467289719624,0.2149532710280373,0.23576566323558856
0725,23.601236476043276,0.2132921174652241,0.23837432016782864
0725,22.47706422018349,0.2110091743119266,0.23448936521467428
0725,25.240384615384617,0.2211538461538461,0.2442753501768124
0725,24.62822458270106,0.2094081942336874,0.24203766963676887
0725,22.175925925925927,0.212962962962963,0.2334700913316124
0725,25.11737089201878,0.215962441314554,0.2438223720135049
0725,25.802861685214623,0.21939586645469,0.24636820757201522
0725,25.015673981191224,0.2163009404388715,0.2434491561522417
0725,22.807570977917983,0.2176656151419558,0.23561833699700208
0725,26.0828025477707,0.2197452229299363,0.247423230601227
0725,26.05388272583201,0.2187004754358161,0.24731382111427708
0725,24.562798092209857,0.21939586645469,0.24180093322166404
0725,25.078864353312305,0.2176656151419558,0.24368092295167432
0725,25.153473344103393,0.2229402261712439,0.24395513919318654
0725,22.63157894736842,0.2200956937799043,0.23501581946116792
0725,23.60576923076923,0.2211538461538461,0.23839024521301685
0725,26.857610474631752,0.2258592471358428,0.2503909557185678
0725,25.572139303482587,0.2288557213930348,0.2455054158426741
0725,26.910299003322255,0.2292358803986711,0.25059535446641257
0725,25.09708737864078,0.2233009708737864,0.24374784254548565
0725,24.74631751227496,0.2258592471358428,0.24246614758692825
0725,26.6218487394958,0.2319327731092437,0.24948041594196319
0725,25.396039603960396,0.2277227722772277,0.24485094247562061
0725,25.13776337115073,0.2236628849270664,0.24389734782282493
0725,23.633440514469452,0.2218649517684887,0.23848750961748122
0725,22.524590163934427,0.2262295081967213,0.23465104171258913
0725,23.794788273615637,0.2247557003257329,0.23905623046695634
0725,22.205882352941178,0.2254901960784313,0.23357108888592917
0725,21.442786069651746,0.2288557213930348,0.2310252647100694
0725,24.974358974358974,0.2358974358974359,0.24329786103946763
0725,25.303030303030305,0.2323232323232323,0.24450668023149447
0725,26.620450606585788,0.2391681109185442,0.24947503593896195
0725,23.949579831932773,0.2319327731092437,0.23960439714163195
0725,27.53001715265866,0.2367066895368782,0.2530247641932964
0725,24.65195246179966,0.234295415959253,0.2421236401628653
0725,26.0,0.2358974358974359,0.24711022983273648
0725,27.384615384615383,0.2358974358974359,0.252450542585527
0725,26.42857142857143,0.2346938775510204,0.2487388811767792
0725,26.28183361629881,0.234295415959253,0.2481788386961663
0725,27.36156351791531,0.2247557003257329,0.25235974527293525
0725,28.027681660899656,0.2387543252595156,0.25501007056204195
0725,28.48432055749129,0.2404181184668989,0.2568593224562211
0725,27.587412587412587,0.2412587412587412,0.2532521503527124
0725,29.735449735449738,0.2433862433862433,0.2620662200453545
0725,29.627659574468087,0.2446808510638298,0.2616093276853436
0725,31.711229946524064,0.2459893048128342,0.2707330743752566
0725,28.449197860962567,0.2459893048128342,0.25671613437988183
0725,30.379061371841157,0.2490974729241877,0.2648278731862096
0725,27.76595744680851,0.2446808510638298,0.25396212026242865
0725,31.636363636363637,0.2509090909090909,0.2703942335928052
0725,29.78609625668449,0.2459893048128342,0.26228144803232056
0725,27.398230088495577,0.2442477876106194,0.2525041992435611
0725,29.46236559139785,0.2473118279569892,0.26091177910054647
