day,idx,TT_obs_min,TT_pred_oos_min
0725,0,0.20324005891016197,0.19714285714285715
0725,1,0.20145985401459857,0.19714285714285715
0725,2,0.20087336244541487,0.19714285714285715
0725,3,0.2038404726735598,0.19714285714285715
0725,4,0.20444444444444446,0.19714285714285715
0725,5,0.20294117647058826,0.19714285714285715
0725,6,0.2038404726735598,0.19714285714285715
0725,7,0.21068702290076338,0.19714285714285715
0725,8,0.2103658536585366,0.19714285714285715
0725,9,0.20535714285714285,0.19714285714285715
0725,10,0.20294117647058826,0.19714285714285715
0725,11,0.2090909090909091,0.19714285714285715
0725,12,0.20720720720720726,0.19714285714285715
0725,13,0.2075187969924812,0.19714285714285715
0725,14,0.20535714285714285,0.19714285714285715
0725,15,0.20720720720720726,0.19714285714285715
0725,16,0.2132921174652241,0.19714285714285715
0725,17,0.2090909090909091,0.19714285714285715
0725,18,0.2090909090909091,0.19714285714285715
0725,19,0.209726443768997,0.19714285714285715
0725,20,0.20414201183431954,0.19714285714285715
0725,21,0.21068702290076338,0.19714285714285715
0725,22,0.21198156682027652,0.19714285714285715
0725,23,0.2100456621004566,0.19714285714285715
0725,24,0.21068702290076338,0.19714285714285715
0725,25,0.20689655172413793,0.19714285714285715
0725,26,0.21904761904761905,0.19714285714285715
0725,27,0.21100917431192662,0.19714285714285715
0725,28,0.20535714285714285,0.19714285714285715
0725,29,0.2100456621004566,0.19714285714285715
0725,30,0.2103658536585366,0.19714285714285715
0725,31,0.20689655172413793,0.19714285714285715
0725,32,0.2103658536585366,0.19714285714285715
0725,33,0.2081447963800905,0.19714285714285715
0725,34,0.20566318926974667,0.19714285714285715
0725,35,0.20877458396369142,0.19714285714285715
0725,36,0.2065868263473054,0.19714285714285715
0725,37,0.2090909090909091,0.19714285714285715
0725,38,0.20597014925373136,0.19714285714285715
0725,39,0.20414201183431954,0.19714285714285715
0725,40,0.20627802690582958,0.19714285714285715
0725,41,0.20566318926974667,0.19714285714285715
0725,42,0.20474777448071216,0.19714285714285715
0725,43,0.20535714285714285,0.19714285714285715
0725,44,0.2078313253012048,0.19714285714285715
0725,45,0.20689655172413793,0.19714285714285715
0725,46,0.2081447963800905,0.19714285714285715
0725,47,0.20720720720720726,0.19714285714285715
0725,48,0.2075187969924812,0.19714285714285715
0725,49,0.2090909090909091,0.19714285714285715
0725,50,0.20566318926974667,0.19714285714285715
0725,51,0.20597014925373136,0.19714285714285715
0725,52,0.20566318926974667,0.19714285714285715
0725,53,0.2065868263473054,0.19714285714285715
0725,54,0.20414201183431954,0.19714285714285715
0725,55,0.20175438596491227,0.19714285714285715
0725,56,0.2020497803806735,0.19714285714285715
0725,57,0.19913419913419916,0.19714285714285715
0725,58,0.2038404726735598,0.19714285714285715
0725,59,0.19714285714285715,0.19714285714285715
0725,60,0.19246861924686193,0.19714285714285715
0725,61,0.19519094766619519,0.19714285714285715
0725,62,0.1985611510791367,0.19714285714285715
0725,63,0.20087336244541487,0.19714285714285715
0725,64,0.2020497803806735,0.19714285714285715
0725,65,0.20353982300884957,0.19714285714285715
0725,66,0.20444444444444446,0.19714285714285715
0725,67,0.20627802690582958,0.19714285714285715
0725,68,0.2094081942336874,0.19714285714285715
0725,69,0.209726443768997,0.19714285714285715
0725,70,0.2084592145015106,0.19714285714285715
0725,71,0.2094081942336874,0.19714285714285715
0725,72,0.19686162624821685,0.19714285714285715
0725,73,0.20597014925373136,0.19714285714285715
0725,74,0.2103658536585366,0.19714285714285715
0725,75,0.2132921174652241,0.19714285714285715
0725,76,0.2126348228043143,0.19714285714285715
0725,77,0.21495327102803738,0.19714285714285715
0725,78,0.2152886115444618,0.19714285714285715
0725,79,0.215625,0.19714285714285715
0725,80,0.21495327102803738,0.19714285714285715
0725,81,0.2132921174652241,0.19714285714285715
0725,82,0.21100917431192662,0.19714285714285715
0725,83,0.22115384615384617,0.19714285714285715
0725,84,0.2094081942336874,0.19714285714285715
0725,85,0.212962962962963,0.19714285714285715
0725,86,0.215962441314554,0.19714285714285715
0725,87,0.21939586645469,0.19714285714285715
0725,88,0.2163009404388715,0.19714285714285715
0725,89,0.21766561514195587,0.19714285714285715
0725,90,0.21974522292993634,0.19714285714285715
0725,91,0.21870047543581617,0.19714285714285715
0725,92,0.21939586645469,0.19714285714285715
0725,93,0.21766561514195587,0.19714285714285715
0725,94,0.22294022617124398,0.19714285714285715
0725,95,0.22009569377990432,0.19714285714285715
0725,96,0.22115384615384617,0.19714285714285715
0725,97,0.22585924713584288,0.19714285714285715
0725,98,0.22885572139303484,0.19714285714285715
0725,99,0.2292358803986711,0.19714285714285715
0725,100,0.22330097087378645,0.19714285714285715
0725,101,0.22585924713584288,0.19714285714285715
0725,102,0.2319327731092437,0.19714285714285715
0725,103,0.22772277227722773,0.19714285714285715
0725,104,0.22366288492706643,0.19714285714285715
0725,105,0.22186495176848875,0.19714285714285715
0725,106,0.22622950819672133,0.19714285714285715
